name,rating,date,text
Sabar Ibrahim,2,9 bulan lalu,"Saya mengunjungi Pantai Mutun bersama rombongan anak-anak TK As Salam Sendangagung dari Lampung Tengah dengan harapan bisa menikmati suasana pantai yang menyenangkan. Namun, sayangnya, kondisi di lapangan sangat jauh dari harapan.

Air lautnya keruh dan kotor, bahkan terlihat seperti tidak pernah dibersihkan. Kebersihan secara umum juga sangat kurang terjaga. Banyak area yang tampak tidak terawat, dengan fasilitas yang tampaknya dibiarkan begitu saja.

Perjalanan jauh dari Lampung Tengah terasa sia-sia karena pantai ini tidak memberikan pengalaman yang layak untuk direkomendasikan, apalagi untuk anak-anak kecil yang butuh tempat bersih dan aman untuk bermain.

Sangat disayangkan, padahal Pantai Mutun dulu dikenal cukup baik. Tapi sekarang, kondisinya tidak lagi layak untuk jadi destinasi wisata keluarga."
Sabar Ibrahim,2,9 bulan lalu,"Saya mengunjungi Pantai Mutun bersama rombongan anak-anak TK As Salam Sendangagung dari Lampung Tengah dengan harapan bisa menikmati suasana pantai yang menyenangkan. Namun, sayangnya, kondisi di lapangan sangat jauh dari harapan.

Air lautnya keruh dan kotor, bahkan terlihat seperti tidak pernah dibersihkan. Kebersihan secara umum juga sangat kurang terjaga. Banyak area yang tampak tidak terawat, dengan fasilitas yang tampaknya dibiarkan begitu saja.

Perjalanan jauh dari Lampung Tengah terasa sia-sia karena pantai ini tidak memberikan pengalaman yang layak untuk direkomendasikan, apalagi untuk anak-anak kecil yang butuh tempat bersih dan aman untuk bermain.

Sangat disayangkan, padahal Pantai Mutun dulu dikenal cukup baik. Tapi sekarang, kondisinya tidak lagi layak untuk jadi destinasi wisata keluarga."
Octarina Ningrum,5,9 bulan lalu,"Fasilitas seperti pondok² tolong diperhatikan sudah banyak yg rusak..
Kebersihan kamar mandi jg, kalo sudah ramai pengunjung banyak bau² kurang enak"
Octarina Ningrum,5,9 bulan lalu,"Fasilitas seperti pondok² tolong diperhatikan sudah banyak yg rusak..
Kebersihan kamar mandi jg, kalo sudah ramai pengunjung banyak bau² kurang enak"
alife bata,5,Diedit 9 bulan lalu,"Pantai Mutun memang menawarkan pesona alam yang cukup menarik untuk dikunjungi. Dengan tiket masuk yang terbilang standar di angka Rp 35.000 per orang, ekspektasi akan pengalaman pantai yang menyenangkan tentu ada.

Sayangnya, sedikit pengalaman kurang mengenakkan justru datang dari area parkir. Meskipun tiket masuk sudah dibayar, kami masih diminta sejumlah uang parkir oleh petugas yang terasa tidak resmi. Ya, situasinya mirip seperti parkir di minimarket, di mana tarifnya ""seikhlasnya"". Jujur, ini menimbulkan sedikit kebingungan dan pertanyaan soal pengelolaan area pantai. Meskipun nominalnya mungkin tidak besar, praktik ini terasa kurang transparan dan bisa mengurangi kenyamanan pengunjung.

Untuk kelebihannya, Pantai Mutun sendiri cukup layak untuk dinikmati. Pemandangan lautnya lumayan indah, dengan pasir putih yang lembut di beberapa bagian. Ombaknya pun cenderung tenang, sehingga aman untuk bermain air, terutama bagi anak-anak. Tersedia juga pilihan untuk menyewa gazebo dengan harga berkisar antara Rp 100.000 hingga Rp 150.000. Gazebo ini tentu menjadi pilihan yang nyaman untuk bersantai bersama keluarga atau teman sambil menikmati pemandangan pantai.

Secara keseluruhan, Pantai Mutun punya potensi yang baik. Keindahan alamnya patut diapresiasi, dan fasilitas gazebo yang disewakan juga menambah kenyamanan. Namun, urusan parkir yang ""seikhlasnya"" ini perlu menjadi perhatian pengelola. Akan lebih baik jika ada tarif parkir resmi yang jelas, sehingga pengunjung tidak merasa ambigu dan lebih nyaman sejak awal kedatangan.

Rekomendasi:

Siapkan uang tunai lebih untuk biaya parkir ""seikhlasnya"".
Sewa gazebo jika Anda datang bersama rombongan atau ingin bersantai lebih lama.
Nikmati keindahan pantai dan ombaknya yang tenang.
Semoga pengalaman Anda di Pantai Mutun tetap menyenangkan, meskipun ada sedikit ""kejutan"" di area parkir."
alife bata,5,Diedit 9 bulan lalu,"Pantai Mutun memang menawarkan pesona alam yang cukup menarik untuk dikunjungi. Dengan tiket masuk yang terbilang standar di angka Rp 35.000 per orang, ekspektasi akan pengalaman pantai yang menyenangkan tentu ada.

Sayangnya, sedikit pengalaman kurang mengenakkan justru datang dari area parkir. Meskipun tiket masuk sudah dibayar, kami masih diminta sejumlah uang parkir oleh petugas yang terasa tidak resmi. Ya, situasinya mirip seperti parkir di minimarket, di mana tarifnya ""seikhlasnya"". Jujur, ini menimbulkan sedikit kebingungan dan pertanyaan soal pengelolaan area pantai. Meskipun nominalnya mungkin tidak besar, praktik ini terasa kurang transparan dan bisa mengurangi kenyamanan pengunjung.

Untuk kelebihannya, Pantai Mutun sendiri cukup layak untuk dinikmati. Pemandangan lautnya lumayan indah, dengan pasir putih yang lembut di beberapa bagian. Ombaknya pun cenderung tenang, sehingga aman untuk bermain air, terutama bagi anak-anak. Tersedia juga pilihan untuk menyewa gazebo dengan harga berkisar antara Rp 100.000 hingga Rp 150.000. Gazebo ini tentu menjadi pilihan yang nyaman untuk bersantai bersama keluarga atau teman sambil menikmati pemandangan pantai.

Secara keseluruhan, Pantai Mutun punya potensi yang baik. Keindahan alamnya patut diapresiasi, dan fasilitas gazebo yang disewakan juga menambah kenyamanan. Namun, urusan parkir yang ""seikhlasnya"" ini perlu menjadi perhatian pengelola. Akan lebih baik jika ada tarif parkir resmi yang jelas, sehingga pengunjung tidak merasa ambigu dan lebih nyaman sejak awal kedatangan.

Rekomendasi:

Siapkan uang tunai lebih untuk biaya parkir ""seikhlasnya"".
Sewa gazebo jika Anda datang bersama rombongan atau ingin bersantai lebih lama.
Nikmati keindahan pantai dan ombaknya yang tenang.
Semoga pengalaman Anda di Pantai Mutun tetap menyenangkan, meskipun ada sedikit ""kejutan"" di area parkir."
Christian wijaya,1,9 bulan lalu,
Christian wijaya,1,9 bulan lalu,
Caecilia Anabella,5,Diedit 9 bulan lalu,"Sedikit kotor tapi masih jernih, sayang nya pada saat kesana sedang pasang"
Caecilia Anabella,5,Diedit 9 bulan lalu,"Sedikit kotor tapi masih jernih, sayang nya pada saat kesana sedang pasang"
Chindi 2021,3,9 bulan lalu,
Chindi 2021,3,9 bulan lalu,
Riandi Saputra,5,9 bulan lalu,
Riandi Saputra,5,9 bulan lalu,
Risky Ariansyah,3,9 bulan lalu,
Risky Ariansyah,3,9 bulan lalu,
SATRIA,5,9 bulan lalu,Di sini pantainya bagus dan indah
SATRIA,5,9 bulan lalu,Di sini pantainya bagus dan indah
Gus Wildan,1,9 bulan lalu,
Gus Wildan,1,9 bulan lalu,
Muhamad jidan maulana Jidanmaulana,4,9 bulan lalu,Bagus
Muhamad jidan maulana Jidanmaulana,4,9 bulan lalu,Bagus
Harry Doang,5,9 bulan lalu,
Harry Doang,5,9 bulan lalu,
Noviputri utami,5,10 bulan lalu,
Noviputri utami,5,10 bulan lalu,
Pak Djo,5,10 bulan lalu,"Pantai di Lampung ,suasananya tenang ,pas untuk rekreasi keluarga. Pemandangan di sore hari,sangat menyegarkan ,pas utk melepas penat setelah sibuk mencari nafkah.👍🙏😇🥰 …"
Pak Djo,5,10 bulan lalu,"Pantai di Lampung ,suasananya tenang ,pas untuk rekreasi keluarga. Pemandangan di sore hari,sangat menyegarkan ,pas utk melepas penat setelah sibuk mencari nafkah.👍🙏😇🥰 …"
Ayu Wandani,5,10 bulan lalu,
Ayu Wandani,5,10 bulan lalu,
Leri Antoni,5,10 bulan lalu,Mantap
Leri Antoni,5,10 bulan lalu,Mantap
erdhani yasit,1,10 bulan lalu,"Pantai nya kotor tiket mahal
Masuk 40
Sewa gazebo 100
Sewa tikar 30
Sangat menyesal"
erdhani yasit,1,10 bulan lalu,"Pantai nya kotor tiket mahal
Masuk 40
Sewa gazebo 100
Sewa tikar 30
Sangat menyesal"
Ariseman,5,10 bulan lalu,
Ariseman,5,10 bulan lalu,
Agusman Ruslan,5,10 bulan lalu,Rame
Agusman Ruslan,5,10 bulan lalu,Rame
Rusli Efendi,5,10 bulan lalu,
Rusli Efendi,5,10 bulan lalu,
Farrel William,5,10 bulan lalu,
Farrel William,5,10 bulan lalu,
Chel,2,10 bulan lalu,"Maaf gak banyak ambil foto dilokasi, semoga review ini bisa membantu.

Yang dibayar di gerbang masuk (wajib):
1. Tiket masuk: Rp35.000/orang (dewasa dan anak-anak sama)
2. Parkir mobil pribadi: Rp10.000/mobil

Biaya tambahan di dalam lokasi wisata (opsional, tergantung aktivitas):
3. Sewa gazebo: Mulai dari Rp50.000 (ukuran kecil) hingga Rp200.000 (ukuran besar)
4. Kamar mandi/toilet: Rp3.000/orang
5. Sewa kapal: Rp200.000/kapal (maks. 10 orang dewasa, sistem sewa per kapal, bukan per orang)
6. Tiket masuk ke pulau (jika menyeberang): Rp10.000/orang
7. Tiket masuk ke area pantai dengan perosotan: Rp10.000/orang
8. Sewa kano: Rp35.000/jam
9. Banana Boat: Rp25.000/orang (maks. 7 orang dewasa)
10. Rolling Donat: Rp25.000/orang (maks. 6 orang dewasa)

Perlu diperhatikan bahwa beberapa biaya bersifat wajib dan lainnya tergantung aktivitas yang dipilih. Jadi, sebaiknya siapkan dana tambahan jika ingin menikmati semua fasilitas.

Jadi bisa dihitung sendiri ya bapak/ibu disesuaikan dengan kebutuhan.

Saya berkunjung ke Pantai Mutun 2 pada hari Sabtu, 12 April 2025 bersama keluarga. Saat itu kondisi pantai cukup ramai, namun masih nyaman untuk dinikmati. Awalnya kami datang ke area dekat dermaga (gratis masuk, parkir Rp50.000/mobil), namun lokasi tersebut lebih cocok untuk wisatawan yang ingin menyeberang ke pulau, bukan untuk bermain di pantai, jadi kami memutuskan pindah ke area Pantai Mutun 2.

Garis pantainya ternyata cukup panjang dan bersebelahan langsung dengan Hotel Marriot Lampung. Ada area yang bersih dari karang dan cocok untuk bermain air, sayangnya malah digunakan sebagai tempat parkir kapal. Semoga ke depannya pengelola bisa menata area ini lebih baik agar pengunjung lebih leluasa berenang, apalagi harga tiket masuknya sudah cukup tinggi (dan belum ada perubahan dari keluhan serupa di review sebelumnya).

Fasilitas di dalam cukup lengkap: ada penjual makanan dan minuman dengan harga relatif terjangkau, musholla kecil tapi bersih, toilet dan kamar mandi cukup banyak, serta penjual baju dan suvenir juga tersedia.

Untuk sekadar bersantai dan menikmati suasana, tempat ini cukup nyaman dan adem, terutama di area yang banyak pepohonan. Namun, kalau ingin berenang, sebaiknya menyeberang ke pulau yang airnya lebih jernih dan minim karang.

Terima kasih."
Chel,2,10 bulan lalu,"Maaf gak banyak ambil foto dilokasi, semoga review ini bisa membantu.

Yang dibayar di gerbang masuk (wajib):
1. Tiket masuk: Rp35.000/orang (dewasa dan anak-anak sama)
2. Parkir mobil pribadi: Rp10.000/mobil

Biaya tambahan di dalam lokasi wisata (opsional, tergantung aktivitas):
3. Sewa gazebo: Mulai dari Rp50.000 (ukuran kecil) hingga Rp200.000 (ukuran besar)
4. Kamar mandi/toilet: Rp3.000/orang
5. Sewa kapal: Rp200.000/kapal (maks. 10 orang dewasa, sistem sewa per kapal, bukan per orang)
6. Tiket masuk ke pulau (jika menyeberang): Rp10.000/orang
7. Tiket masuk ke area pantai dengan perosotan: Rp10.000/orang
8. Sewa kano: Rp35.000/jam
9. Banana Boat: Rp25.000/orang (maks. 7 orang dewasa)
10. Rolling Donat: Rp25.000/orang (maks. 6 orang dewasa)

Perlu diperhatikan bahwa beberapa biaya bersifat wajib dan lainnya tergantung aktivitas yang dipilih. Jadi, sebaiknya siapkan dana tambahan jika ingin menikmati semua fasilitas.

Jadi bisa dihitung sendiri ya bapak/ibu disesuaikan dengan kebutuhan.

Saya berkunjung ke Pantai Mutun 2 pada hari Sabtu, 12 April 2025 bersama keluarga. Saat itu kondisi pantai cukup ramai, namun masih nyaman untuk dinikmati. Awalnya kami datang ke area dekat dermaga (gratis masuk, parkir Rp50.000/mobil), namun lokasi tersebut lebih cocok untuk wisatawan yang ingin menyeberang ke pulau, bukan untuk bermain di pantai, jadi kami memutuskan pindah ke area Pantai Mutun 2.

Garis pantainya ternyata cukup panjang dan bersebelahan langsung dengan Hotel Marriot Lampung. Ada area yang bersih dari karang dan cocok untuk bermain air, sayangnya malah digunakan sebagai tempat parkir kapal. Semoga ke depannya pengelola bisa menata area ini lebih baik agar pengunjung lebih leluasa berenang, apalagi harga tiket masuknya sudah cukup tinggi (dan belum ada perubahan dari keluhan serupa di review sebelumnya).

Fasilitas di dalam cukup lengkap: ada penjual makanan dan minuman dengan harga relatif terjangkau, musholla kecil tapi bersih, toilet dan kamar mandi cukup banyak, serta penjual baju dan suvenir juga tersedia.

Untuk sekadar bersantai dan menikmati suasana, tempat ini cukup nyaman dan adem, terutama di area yang banyak pepohonan. Namun, kalau ingin berenang, sebaiknya menyeberang ke pulau yang airnya lebih jernih dan minim karang.

Terima kasih."
Dondon,5,10 bulan lalu,bersih dan indah
Dondon,5,10 bulan lalu,bersih dan indah
Viviani Nurmala,4,11 bulan lalu,
Viviani Nurmala,4,11 bulan lalu,
Emilia 1218,5,11 bulan lalu,Keliatan nya bagus pengen ke sana semoga tahun depan bisa ke sini... aamiin ya rabbal a'lamin
Emilia 1218,5,11 bulan lalu,Keliatan nya bagus pengen ke sana semoga tahun depan bisa ke sini... aamiin ya rabbal a'lamin
Yusuf Arif,5,11 bulan lalu,
Yusuf Arif,5,11 bulan lalu,
DonSjbt,5,11 bulan lalu,Tempat yang bagus
DonSjbt,5,11 bulan lalu,Tempat yang bagus
Finoto Aji,1,11 bulan lalu,g bagusss
Finoto Aji,1,11 bulan lalu,g bagusss
Daud Sudrajat,5,11 bulan lalu,Mantap
Daud Sudrajat,5,11 bulan lalu,Mantap
Teguh Budianto,5,11 bulan lalu,Pantai di Teluk Betung Lampung. tempat short escape di hari libur. Pantainya bagus dan lumayan tertata. Tiket masuk 35K/orang dan mobil 10K.
Teguh Budianto,5,11 bulan lalu,Pantai di Teluk Betung Lampung. tempat short escape di hari libur. Pantainya bagus dan lumayan tertata. Tiket masuk 35K/orang dan mobil 10K.
Waluyo HINO Chanel,2,11 bulan lalu,"Memang harus extra... Lumayan untuk tiketnya... Nyebrang, biaya sewa gazebo.. Tiket lagi di pulau...
Tiket masuk 35.000
Gazebo 50.000
Kapal 200.000
Tiket pulau 10.000
Mandi 5.000
Kondisi pantainya kurang rapi dan bersih.."
Waluyo HINO Chanel,2,11 bulan lalu,"Memang harus extra... Lumayan untuk tiketnya... Nyebrang, biaya sewa gazebo.. Tiket lagi di pulau...
Tiket masuk 35.000
Gazebo 50.000
Kapal 200.000
Tiket pulau 10.000
Mandi 5.000
Kondisi pantainya kurang rapi dan bersih.."
Sapira 00,5,11 bulan lalu,
Sapira 00,5,11 bulan lalu,
Sukma wati,1,setahun lalu,"Biaya masuk mahal
Jalan ny jelek
Kebersihan ga terjaga

Ga ad apa”"
Sukma wati,1,setahun lalu,"Biaya masuk mahal
Jalan ny jelek
Kebersihan ga terjaga

Ga ad apa”"
Misharyadi yadi,5,setahun lalu,👍👍👍 …
Misharyadi yadi,5,setahun lalu,👍👍👍 …
Ihsan al Wafi,1,setahun lalu,"mahal,pungli,toilet bau pakai air sawah,jangan kesini lagi"
Ihsan al Wafi,1,setahun lalu,"mahal,pungli,toilet bau pakai air sawah,jangan kesini lagi"
Muhamad Ridho aulia,1,setahun lalu,"Mahal,petugas ngambil untung,bilas di toilet pakai air sawah"
Muhamad Ridho aulia,1,setahun lalu,"Mahal,petugas ngambil untung,bilas di toilet pakai air sawah"
Ahmad Mishbahuddin,1,setahun lalu,"MAHAL,BILAS PAKAI AIR SAWAH DI TOILET NYA,JANGAN KESINI"
Ahmad Mishbahuddin,1,setahun lalu,"MAHAL,BILAS PAKAI AIR SAWAH DI TOILET NYA,JANGAN KESINI"
wwin,3,setahun lalu,
wwin,3,setahun lalu,
qorib alFath,5,Diedit setahun lalu,"Pantainya indah.. Aksesnya lancar..
Htm 35rb perorang, parkir mobil 10rb.
Nyebrang ke pulau tangkil 200rb (minta bonus keliling pulau tangkil jgn lupa, pasti dikasih)
Htm pulau tangkilnya 10rb perorang.."
qorib alFath,5,Diedit setahun lalu,"Pantainya indah.. Aksesnya lancar..
Htm 35rb perorang, parkir mobil 10rb.
Nyebrang ke pulau tangkil 200rb (minta bonus keliling pulau tangkil jgn lupa, pasti dikasih)
Htm pulau tangkilnya 10rb perorang.."
dodo franca,4,setahun lalu,"Harusnya ini bisa lebih bagus, potensi wisata yg cukup menjajikan, tetapi ini juga berpotensi menberikan pengalaman buruk karena parkir kurang luas, pantai nya lumayan banyak sampah"
dodo franca,4,setahun lalu,"Harusnya ini bisa lebih bagus, potensi wisata yg cukup menjajikan, tetapi ini juga berpotensi menberikan pengalaman buruk karena parkir kurang luas, pantai nya lumayan banyak sampah"
Almas Kaulika,3,setahun lalu,"mending nyabrang ke tangkil, wc nya jorok ngantri, ga nyaman."
Almas Kaulika,3,setahun lalu,"mending nyabrang ke tangkil, wc nya jorok ngantri, ga nyaman."
Anung Nurselo,2,Diedit setahun lalu,Pantai biasa saja.... Yg luar biasa untuk parkir.... Dengan tiket retribusi yg ga jelas... Tiket bekas....
Anung Nurselo,2,Diedit setahun lalu,Pantai biasa saja.... Yg luar biasa untuk parkir.... Dengan tiket retribusi yg ga jelas... Tiket bekas....
Huda Hatake,5,setahun lalu,Rekomended
Huda Hatake,5,setahun lalu,Rekomended
Sutris No,4,setahun lalu,Pernah Kesitu saat lulusan SD pariwisata
Sutris No,4,setahun lalu,Pernah Kesitu saat lulusan SD pariwisata
Ivan Kezuma,5,setahun lalu,"Cocok buat liburan anak2,ombak ny tenang. Syang ny mo du2k d saung hrs nyewa,bda sm pntai sblah. Free"
Ivan Kezuma,5,setahun lalu,"Cocok buat liburan anak2,ombak ny tenang. Syang ny mo du2k d saung hrs nyewa,bda sm pntai sblah. Free"
Rendi Yang,5,setahun lalu,
Rendi Yang,5,setahun lalu,
Ahwan Saputra,5,setahun lalu,
Ahwan Saputra,5,setahun lalu,
Saryono Yono,5,setahun lalu,
Saryono Yono,5,setahun lalu,
Toni Robiansyah,5,setahun lalu,
Toni Robiansyah,5,setahun lalu,
Arleo Desnando,5,setahun lalu,"bagus, cuma lebih bagus nyebrang pulau tangkil nya. pasir nya luas, cocok untuk anak anak bermain. tapi untuk yang di ujung pulau tolong dong sampah nya dibersihkan. banyak pecahan botol, jdi ngeri mau jalan. sampah betaburan di air (khusus di ujung pulau tangkil) untuk sekitaran palang pulau sih aman. view bagus, penjual makanan banyak. keamanan oke, selalu diperingati kalau ada yg melewati batas saat mandi di pantai nya."
Arleo Desnando,5,setahun lalu,"bagus, cuma lebih bagus nyebrang pulau tangkil nya. pasir nya luas, cocok untuk anak anak bermain. tapi untuk yang di ujung pulau tolong dong sampah nya dibersihkan. banyak pecahan botol, jdi ngeri mau jalan. sampah betaburan di air (khusus di ujung pulau tangkil) untuk sekitaran palang pulau sih aman. view bagus, penjual makanan banyak. keamanan oke, selalu diperingati kalau ada yg melewati batas saat mandi di pantai nya."
Juli Desi Irene Lumbanbatu,5,setahun lalu,"Suka saya, bayar gak terlalu mahal dan pasirnya dari semua area bagus"
Juli Desi Irene Lumbanbatu,5,setahun lalu,"Suka saya, bayar gak terlalu mahal dan pasirnya dari semua area bagus"
Zheyla Zheyla azizah putri farhani,5,setahun lalu,
Zheyla Zheyla azizah putri farhani,5,setahun lalu,
Marnina Mustika Ayu,3,setahun lalu,Kurang terawat saja
Marnina Mustika Ayu,3,setahun lalu,Kurang terawat saja
Safitri Pit,5,setahun lalu,
Safitri Pit,5,setahun lalu,
Susan Arisanti,3,setahun lalu,Apa apa duit padahal udah bayar tiket masuk 😌 …
Susan Arisanti,3,setahun lalu,Apa apa duit padahal udah bayar tiket masuk 😌 …
Ipan Ipan,3,setahun lalu,
Ipan Ipan,3,setahun lalu,
Ehsanur_ Hasanudin,3,setahun lalu,Banyak kenangan
Ehsanur_ Hasanudin,3,setahun lalu,Banyak kenangan
Amethy Sayyara,5,setahun lalu,Asik tuk menemani anak² mandi di pinggir pantai
Amethy Sayyara,5,setahun lalu,Asik tuk menemani anak² mandi di pinggir pantai
Nicko Handi,5,setahun lalu,
Nicko Handi,5,setahun lalu,
auto game99,1,setahun lalu,Tolong pak tempat solatnya kasian yang mau sholat
auto game99,1,setahun lalu,Tolong pak tempat solatnya kasian yang mau sholat
sari ss,5,setahun lalu,
sari ss,5,setahun lalu,
Farel Iqbal,2,setahun lalu,
Farel Iqbal,2,setahun lalu,
